"","Survey","Quarter","StNo","HaulNo","Year","Month","Day","TimeShot","Stratum","HaulDur","StatRec","Depth","Distance","long","lati","Valid_Aphia","SpecCodeType","SpecCode","AreaType","AreaCode","LngtCode","LngtClass","Sex","Maturity","PlusGr","Age","IndWgt","NoAtALK","scientificname"
"33","EVHOE",4,"X0584",138,2019,12,2,1529,2,0.5,"32E2",77,3604,-7.43845,51.6255,126438,"W",126438,"0","32E2",".",260,"M",62,NA,1,146,1,"Merlangius_merlangus"
"34","EVHOE",4,"X0584",138,2019,12,2,1529,2,0.5,"32E2",77,3604,-7.43845,51.6255,126438,"W",126438,"0","32E2",".",270,"F",62,NA,1,153,1,"Merlangius_merlangus"
"35","EVHOE",4,"X0584",138,2019,12,2,1529,2,0.5,"32E2",77,3604,-7.43845,51.6255,126438,"W",126438,"0","32E2",".",280,"M",62,NA,2,178,1,"Merlangius_merlangus"
"36","EVHOE",4,"X0584",138,2019,12,2,1529,2,0.5,"32E2",77,3604,-7.43845,51.6255,126986,"W",126986,"0","32E2",".",290,"M",64,NA,3,275,1,"Mullus_surmuletus"
"37","EVHOE",4,"X0584",138,2019,12,2,1529,2,0.5,"32E2",77,3604,-7.43845,51.6255,126986,"W",126986,"0","32E2",".",210,"F",62,NA,1,114,1,"Mullus_surmuletus"
"38","EVHOE",4,"X0584",138,2019,12,2,1529,2,0.5,"32E2",77,3604,-7.43845,51.6255,126986,"W",126986,"0","32E2",".",190,"M",62,NA,1,84,1,"Mullus_surmuletus"
"39","EVHOE",4,"X0584",138,2019,12,2,1529,2,0.5,"32E2",77,3604,-7.43845,51.6255,126986,"W",126986,"0","32E2",".",200,"F",62,NA,1,108,1,"Mullus_surmuletus"
"40","EVHOE",4,"X0584",138,2019,12,2,1529,2,0.5,"32E2",77,3604,-7.43845,51.6255,126986,"W",126986,"0","32E2",".",220,"F",62,NA,1,135,1,"Mullus_surmuletus"
"41","EVHOE",4,"X0584",138,2019,12,2,1529,2,0.5,"32E2",77,3604,-7.43845,51.6255,126986,"W",126986,"0","32E2",".",190,"M",62,NA,1,82,1,"Mullus_surmuletus"
"42","EVHOE",4,"X0584",138,2019,12,2,1529,2,0.5,"32E2",77,3604,-7.43845,51.6255,126986,"W",126986,"0","32E2",".",220,"M",62,NA,1,112,1,"Mullus_surmuletus"
"43","EVHOE",4,"X0584",138,2019,12,2,1529,2,0.5,"32E2",77,3604,-7.43845,51.6255,126986,"W",126986,"0","32E2",".",190,"M",62,NA,1,86,1,"Mullus_surmuletus"
"44","EVHOE",4,"X0584",138,2019,12,2,1529,2,0.5,"32E2",77,3604,-7.43845,51.6255,126986,"W",126986,"0","32E2",".",200,"M",62,NA,1,100,1,"Mullus_surmuletus"
"45","EVHOE",4,"X0584",138,2019,12,2,1529,2,0.5,"32E2",77,3604,-7.43845,51.6255,127023,"W",127023,"0","32E2",".",280,"F",61,NA,1,160,1,"Scomber_scombrus"
"46","EVHOE",4,"X0584",138,2019,12,2,1529,2,0.5,"32E2",77,3604,-7.43845,51.6255,127023,"W",127023,"0","32E2",".",210,"F",61,NA,0,64,1,"Scomber_scombrus"
"47","EVHOE",4,"X0584",138,2019,12,2,1529,2,0.5,"32E2",77,3604,-7.43845,51.6255,127023,"W",127023,"0","32E2",".",270,"F",62,NA,1,144,1,"Scomber_scombrus"
"48","EVHOE",4,"X0584",138,2019,12,2,1529,2,0.5,"32E2",77,3604,-7.43845,51.6255,127023,"W",127023,"0","32E2",".",200,"F",61,NA,0,56,1,"Scomber_scombrus"
"49","EVHOE",4,"X0584",138,2019,12,2,1529,2,0.5,"32E2",77,3604,-7.43845,51.6255,127023,"W",127023,"0","32E2",".",260,"F",62,NA,1,128,1,"Scomber_scombrus"
"50","EVHOE",4,"X0584",138,2019,12,2,1529,2,0.5,"32E2",77,3604,-7.43845,51.6255,127023,"W",127023,"0","32E2",".",180,"U",61,NA,0,40,1,"Scomber_scombrus"
"51","EVHOE",4,"X0584",138,2019,12,2,1529,2,0.5,"32E2",77,3604,-7.43845,51.6255,127023,"W",127023,"0","32E2",".",190,"F",61,NA,0,44,1,"Scomber_scombrus"
"52","EVHOE",4,"X0584",138,2019,12,2,1529,2,0.5,"32E2",77,3604,-7.43845,51.6255,127140,"W",127140,"0","32E2",".",180,"M",62,NA,3,66,1,"Microstomus_kitt"
"53","EVHOE",4,"X0584",138,2019,12,2,1529,2,0.5,"32E2",77,3604,-7.43845,51.6255,127140,"W",127140,"0","32E2",".",240,"M",62,NA,4,144,1,"Microstomus_kitt"
"54","EVHOE",4,"X0584",138,2019,12,2,1529,2,0.5,"32E2",77,3604,-7.43845,51.6255,127140,"W",127140,"0","32E2",".",180,"M",62,NA,4,72,1,"Microstomus_kitt"
"55","EVHOE",4,"X0584",138,2019,12,2,1529,2,0.5,"32E2",77,3604,-7.43845,51.6255,127140,"W",127140,"0","32E2",".",230,"M",63,NA,5,132,1,"Microstomus_kitt"
"56","EVHOE",4,"X0584",138,2019,12,2,1529,2,0.5,"32E2",77,3604,-7.43845,51.6255,127143,"W",127143,"0","32E2",".",290,"M",62,NA,6,82,1,"Pleuronectes_platessa"
"57","EVHOE",4,"X0584",138,2019,12,2,1529,2,0.5,"32E2",77,3604,-7.43845,51.6255,127143,"W",127143,"0","32E2",".",310,"F",63,NA,5,280,1,"Pleuronectes_platessa"
"58","EVHOE",4,"X0584",138,2019,12,2,1529,2,0.5,"32E2",77,3604,-7.43845,51.6255,127143,"W",127143,"0","32E2",".",260,"F",63,NA,4,178,1,"Pleuronectes_platessa"
"59","EVHOE",4,"X0584",138,2019,12,2,1529,2,0.5,"32E2",77,3604,-7.43845,51.6255,127143,"W",127143,"0","32E2",".",260,"F",63,NA,4,186,1,"Pleuronectes_platessa"
"60","EVHOE",4,"X0584",138,2019,12,2,1529,2,0.5,"32E2",77,3604,-7.43845,51.6255,127143,"W",127143,"0","32E2",".",270,"M",62,NA,4,96,1,"Pleuronectes_platessa"
"61","EVHOE",4,"X0584",138,2019,12,2,1529,2,0.5,"32E2",77,3604,-7.43845,51.6255,127143,"W",127143,"0","32E2",".",270,"F",63,NA,4,200,1,"Pleuronectes_platessa"
"62","EVHOE",4,"X0584",138,2019,12,2,1529,2,0.5,"32E2",77,3604,-7.43845,51.6255,127143,"W",127143,"0","32E2",".",280,"F",62,NA,4,198,1,"Pleuronectes_platessa"
"63","EVHOE",4,"X0584",138,2019,12,2,1529,2,0.5,"32E2",77,3604,-7.43845,51.6255,127143,"W",127143,"0","32E2",".",320,"F",63,NA,7,278,1,"Pleuronectes_platessa"
"64","EVHOE",4,"X0584",138,2019,12,2,1529,2,0.5,"32E2",77,3604,-7.43845,51.6255,127143,"W",127143,"0","32E2",".",230,"M",62,NA,1,106,1,"Pleuronectes_platessa"
"65","EVHOE",4,"X0584",138,2019,12,2,1529,2,0.5,"32E2",77,3604,-7.43845,51.6255,127143,"W",127143,"0","32E2",".",250,"F",63,NA,4,164,1,"Pleuronectes_platessa"
"66","EVHOE",4,"X0584",138,2019,12,2,1529,2,0.5,"32E2",77,3604,-7.43845,51.6255,127143,"W",127143,"0","32E2",".",210,"M",63,NA,3,98,1,"Pleuronectes_platessa"
"67","EVHOE",4,"X0584",138,2019,12,2,1529,2,0.5,"32E2",77,3604,-7.43845,51.6255,127143,"W",127143,"0","32E2",".",210,"M",62,NA,5,106,1,"Pleuronectes_platessa"
"68","EVHOE",4,"X0584",138,2019,12,2,1529,2,0.5,"32E2",77,3604,-7.43845,51.6255,127143,"W",127143,"0","32E2",".",390,"F",63,NA,8,652,1,"Pleuronectes_platessa"
"69","EVHOE",4,"X0584",138,2019,12,2,1529,2,0.5,"32E2",77,3604,-7.43845,51.6255,127143,"W",127143,"0","32E2",".",360,"F",63,NA,5,76,1,"Pleuronectes_platessa"
"70","EVHOE",4,"X0584",138,2019,12,2,1529,2,0.5,"32E2",77,3604,-7.43845,51.6255,127143,"W",127143,"0","32E2",".",340,"F",62,NA,4,402,1,"Pleuronectes_platessa"
"71","EVHOE",4,"X0584",138,2019,12,2,1529,2,0.5,"32E2",77,3604,-7.43845,51.6255,127143,"W",127143,"0","32E2",".",340,"F",63,NA,7,394,1,"Pleuronectes_platessa"
"72","EVHOE",4,"X0584",138,2019,12,2,1529,2,0.5,"32E2",77,3604,-7.43845,51.6255,127146,"W",127146,"0","32E2",".",320,"F",62,NA,7,229,1,"Lepidorhombus_whiffiagonis"
"73","EVHOE",4,"X0584",138,2019,12,2,1529,2,0.5,"32E2",77,3604,-7.43845,51.6255,127160,"W",127160,"0","32E2",".",300,"F",62,NA,3,234,1,"Solea_solea"
"74","EVHOE",4,"X0584",138,2019,12,2,1529,2,0.5,"32E2",77,3604,-7.43845,51.6255,127160,"W",127160,"0","32E2",".",260,"F",62,NA,4,160,1,"Solea_solea"
"75","EVHOE",4,"X0582",136,2019,12,2,827,3,0.433333333333333,"32E1",87,3092,-8.3287,51.5234,126436,"W",126436,"0","32E1",".",440,"F",62,NA,1,868,1,"Gadus_morhua"
"76","EVHOE",4,"X0582",136,2019,12,2,827,3,0.433333333333333,"32E1",87,3092,-8.3287,51.5234,126437,"W",126437,"0","32E1",".",230,"M",62,NA,1,131,1,"Melanogrammus_aeglefinus"
"77","EVHOE",4,"X0582",136,2019,12,2,827,3,0.433333333333333,"32E1",87,3092,-8.3287,51.5234,126437,"W",126437,"0","32E1",".",520,"F",62,NA,4,1579,1,"Melanogrammus_aeglefinus"
"78","EVHOE",4,"X0582",136,2019,12,2,827,3,0.433333333333333,"32E1",87,3092,-8.3287,51.5234,126437,"W",126437,"0","32E1",".",540,"F",62,NA,4,1582,1,"Melanogrammus_aeglefinus"
"79","EVHOE",4,"X0582",136,2019,12,2,827,3,0.433333333333333,"32E1",87,3092,-8.3287,51.5234,126437,"W",126437,"0","32E1",".",380,"F",62,NA,2,567,1,"Melanogrammus_aeglefinus"
"80","EVHOE",4,"X0582",136,2019,12,2,827,3,0.433333333333333,"32E1",87,3092,-8.3287,51.5234,126437,"W",126437,"0","32E1",".",400,"F",62,NA,4,570,1,"Melanogrammus_aeglefinus"
"81","EVHOE",4,"X0582",136,2019,12,2,827,3,0.433333333333333,"32E1",87,3092,-8.3287,51.5234,126437,"W",126437,"0","32E1",".",510,"F",62,NA,4,1436,1,"Melanogrammus_aeglefinus"
"82","EVHOE",4,"X0582",136,2019,12,2,827,3,0.433333333333333,"32E1",87,3092,-8.3287,51.5234,126437,"W",126437,"0","32E1",".",500,"M",62,NA,4,1193,1,"Melanogrammus_aeglefinus"
"83","EVHOE",4,"X0582",136,2019,12,2,827,3,0.433333333333333,"32E1",87,3092,-8.3287,51.5234,126437,"W",126437,"0","32E1",".",500,"M",62,NA,4,1275,1,"Melanogrammus_aeglefinus"
"84","EVHOE",4,"X0582",136,2019,12,2,827,3,0.433333333333333,"32E1",87,3092,-8.3287,51.5234,126437,"W",126437,"0","32E1",".",470,"F",62,NA,4,951,1,"Melanogrammus_aeglefinus"
"85","EVHOE",4,"X0582",136,2019,12,2,827,3,0.433333333333333,"32E1",87,3092,-8.3287,51.5234,126438,"W",126438,"0","32E1",".",190,"U",NA,NA,0,53,1,"Merlangius_merlangus"
"86","EVHOE",4,"X0582",136,2019,12,2,827,3,0.433333333333333,"32E1",87,3092,-8.3287,51.5234,126438,"W",126438,"0","32E1",".",220,"F",61,NA,0,81,1,"Merlangius_merlangus"
"87","EVHOE",4,"X0582",136,2019,12,2,827,3,0.433333333333333,"32E1",87,3092,-8.3287,51.5234,126438,"W",126438,"0","32E1",".",240,"M",62,NA,1,117,1,"Merlangius_merlangus"
"88","EVHOE",4,"X0582",136,2019,12,2,827,3,0.433333333333333,"32E1",87,3092,-8.3287,51.5234,126438,"W",126438,"0","32E1",".",240,"M",62,NA,1,114,1,"Merlangius_merlangus"
"89","EVHOE",4,"X0582",136,2019,12,2,827,3,0.433333333333333,"32E1",87,3092,-8.3287,51.5234,126438,"W",126438,"0","32E1",".",180,"F",61,NA,0,54,1,"Merlangius_merlangus"
"90","EVHOE",4,"X0582",136,2019,12,2,827,3,0.433333333333333,"32E1",87,3092,-8.3287,51.5234,126438,"W",126438,"0","32E1",".",250,"M",62,NA,1,131,1,"Merlangius_merlangus"
"91","EVHOE",4,"X0582",136,2019,12,2,827,3,0.433333333333333,"32E1",87,3092,-8.3287,51.5234,126438,"W",126438,"0","32E1",".",210,"F",61,NA,0,73,1,"Merlangius_merlangus"
"92","EVHOE",4,"X0582",136,2019,12,2,827,3,0.433333333333333,"32E1",87,3092,-8.3287,51.5234,126438,"W",126438,"0","32E1",".",310,"M",62,NA,1,275,1,"Merlangius_merlangus"
"93","EVHOE",4,"X0582",136,2019,12,2,827,3,0.433333333333333,"32E1",87,3092,-8.3287,51.5234,126438,"W",126438,"0","32E1",".",190,"M",61,NA,0,64,1,"Merlangius_merlangus"
"94","EVHOE",4,"X0582",136,2019,12,2,827,3,0.433333333333333,"32E1",87,3092,-8.3287,51.5234,126438,"W",126438,"0","32E1",".",270,"M",62,NA,1,159,1,"Merlangius_merlangus"
"95","EVHOE",4,"X0582",136,2019,12,2,827,3,0.433333333333333,"32E1",87,3092,-8.3287,51.5234,126438,"W",126438,"0","32E1",".",240,"M",62,NA,1,126,1,"Merlangius_merlangus"
"96","EVHOE",4,"X0582",136,2019,12,2,827,3,0.433333333333333,"32E1",87,3092,-8.3287,51.5234,126438,"W",126438,"0","32E1",".",250,"M",62,NA,1,121,1,"Merlangius_merlangus"
"97","EVHOE",4,"X0582",136,2019,12,2,827,3,0.433333333333333,"32E1",87,3092,-8.3287,51.5234,126438,"W",126438,"0","32E1",".",170,"F",61,NA,0,39,2,"Merlangius_merlangus"
"98","EVHOE",4,"X0582",136,2019,12,2,827,3,0.433333333333333,"32E1",87,3092,-8.3287,51.5234,126438,"W",126438,"0","32E1",".",250,"M",62,NA,1,129,1,"Merlangius_merlangus"
"99","EVHOE",4,"X0582",136,2019,12,2,827,3,0.433333333333333,"32E1",87,3092,-8.3287,51.5234,126438,"W",126438,"0","32E1",".",180,"F",61,NA,0,48,1,"Merlangius_merlangus"
"100","EVHOE",4,"X0582",136,2019,12,2,827,3,0.433333333333333,"32E1",87,3092,-8.3287,51.5234,126438,"W",126438,"0","32E1",".",270,"M",62,NA,1,158,1,"Merlangius_merlangus"
"101","EVHOE",4,"X0582",136,2019,12,2,827,3,0.433333333333333,"32E1",87,3092,-8.3287,51.5234,126438,"W",126438,"0","32E1",".",280,"M",62,NA,1,168,1,"Merlangius_merlangus"
"102","EVHOE",4,"X0582",136,2019,12,2,827,3,0.433333333333333,"32E1",87,3092,-8.3287,51.5234,126438,"W",126438,"0","32E1",".",290,"M",62,NA,1,197,1,"Merlangius_merlangus"
"103","EVHOE",4,"X0582",136,2019,12,2,827,3,0.433333333333333,"32E1",87,3092,-8.3287,51.5234,126438,"W",126438,"0","32E1",".",260,"M",62,NA,1,159,1,"Merlangius_merlangus"
"104","EVHOE",4,"X0582",136,2019,12,2,827,3,0.433333333333333,"32E1",87,3092,-8.3287,51.5234,126438,"W",126438,"0","32E1",".",160,"F",61,NA,0,28,1,"Merlangius_merlangus"
"105","EVHOE",4,"X0582",136,2019,12,2,827,3,0.433333333333333,"32E1",87,3092,-8.3287,51.5234,126438,"W",126438,"0","32E1",".",170,"F",61,NA,0,45,1,"Merlangius_merlangus"
"106","EVHOE",4,"X0582",136,2019,12,2,827,3,0.433333333333333,"32E1",87,3092,-8.3287,51.5234,126438,"W",126438,"0","32E1",".",180,"F",61,NA,0,45,1,"Merlangius_merlangus"
"107","EVHOE",4,"X0582",136,2019,12,2,827,3,0.433333333333333,"32E1",87,3092,-8.3287,51.5234,126438,"W",126438,"0","32E1",".",270,"M",62,NA,1,160,1,"Merlangius_merlangus"
"108","EVHOE",4,"X0582",136,2019,12,2,827,3,0.433333333333333,"32E1",87,3092,-8.3287,51.5234,126438,"W",126438,"0","32E1",".",160,"F",61,NA,0,32,1,"Merlangius_merlangus"
"109","EVHOE",4,"X0582",136,2019,12,2,827,3,0.433333333333333,"32E1",87,3092,-8.3287,51.5234,126438,"W",126438,"0","32E1",".",250,"M",62,NA,1,138,1,"Merlangius_merlangus"
"110","EVHOE",4,"X0582",136,2019,12,2,827,3,0.433333333333333,"32E1",87,3092,-8.3287,51.5234,126438,"W",126438,"0","32E1",".",280,"M",62,NA,1,175,1,"Merlangius_merlangus"
"111","EVHOE",4,"X0582",136,2019,12,2,827,3,0.433333333333333,"32E1",87,3092,-8.3287,51.5234,126438,"W",126438,"0","32E1",".",280,"M",62,NA,2,191,1,"Merlangius_merlangus"
"112","EVHOE",4,"X0582",136,2019,12,2,827,3,0.433333333333333,"32E1",87,3092,-8.3287,51.5234,126438,"W",126438,"0","32E1",".",320,"M",62,NA,2,287,1,"Merlangius_merlangus"
"113","EVHOE",4,"X0582",136,2019,12,2,827,3,0.433333333333333,"32E1",87,3092,-8.3287,51.5234,126438,"W",126438,"0","32E1",".",260,"M",62,NA,1,141,1,"Merlangius_merlangus"
"114","EVHOE",4,"X0582",136,2019,12,2,827,3,0.433333333333333,"32E1",87,3092,-8.3287,51.5234,126438,"W",126438,"0","32E1",".",260,"M",62,NA,1,196,1,"Merlangius_merlangus"
"115","EVHOE",4,"X0582",136,2019,12,2,827,3,0.433333333333333,"32E1",87,3092,-8.3287,51.5234,126438,"W",126438,"0","32E1",".",370,"F",62,NA,2,419,1,"Merlangius_merlangus"
"116","EVHOE",4,"X0582",136,2019,12,2,827,3,0.433333333333333,"32E1",87,3092,-8.3287,51.5234,126438,"W",126438,"0","32E1",".",330,"F",62,NA,1,301,1,"Merlangius_merlangus"
"117","EVHOE",4,"X0582",136,2019,12,2,827,3,0.433333333333333,"32E1",87,3092,-8.3287,51.5234,126438,"W",126438,"0","32E1",".",280,"F",62,NA,1,162,1,"Merlangius_merlangus"
"118","EVHOE",4,"X0582",136,2019,12,2,827,3,0.433333333333333,"32E1",87,3092,-8.3287,51.5234,126438,"W",126438,"0","32E1",".",300,"M",62,NA,2,237,1,"Merlangius_merlangus"
"119","EVHOE",4,"X0582",136,2019,12,2,827,3,0.433333333333333,"32E1",87,3092,-8.3287,51.5234,126438,"W",126438,"0","32E1",".",310,"F",62,NA,1,257,1,"Merlangius_merlangus"
"120","EVHOE",4,"X0582",136,2019,12,2,827,3,0.433333333333333,"32E1",87,3092,-8.3287,51.5234,126438,"W",126438,"0","32E1",".",320,"F",62,NA,1,272,1,"Merlangius_merlangus"
"121","EVHOE",4,"X0582",136,2019,12,2,827,3,0.433333333333333,"32E1",87,3092,-8.3287,51.5234,126438,"W",126438,"0","32E1",".",360,"F",62,NA,2,378,1,"Merlangius_merlangus"
"122","EVHOE",4,"X0582",136,2019,12,2,827,3,0.433333333333333,"32E1",87,3092,-8.3287,51.5234,126438,"W",126438,"0","32E1",".",160,"M",61,NA,0,33,1,"Merlangius_merlangus"
"123","EVHOE",4,"X0582",136,2019,12,2,827,3,0.433333333333333,"32E1",87,3092,-8.3287,51.5234,126438,"W",126438,"0","32E1",".",300,"M",62,NA,1,230,1,"Merlangius_merlangus"
"124","EVHOE",4,"X0582",136,2019,12,2,827,3,0.433333333333333,"32E1",87,3092,-8.3287,51.5234,126438,"W",126438,"0","32E1",".",150,"U",NA,NA,0,27,1,"Merlangius_merlangus"
"125","EVHOE",4,"X0582",136,2019,12,2,827,3,0.433333333333333,"32E1",87,3092,-8.3287,51.5234,126438,"W",126438,"0","32E1",".",290,"F",62,NA,1,218,1,"Merlangius_merlangus"
"126","EVHOE",4,"X0582",136,2019,12,2,827,3,0.433333333333333,"32E1",87,3092,-8.3287,51.5234,126438,"W",126438,"0","32E1",".",150,"F",61,NA,0,28,1,"Merlangius_merlangus"
"127","EVHOE",4,"X0582",136,2019,12,2,827,3,0.433333333333333,"32E1",87,3092,-8.3287,51.5234,126438,"W",126438,"0","32E1",".",140,"U",NA,NA,0,27,1,"Merlangius_merlangus"
"128","EVHOE",4,"X0582",136,2019,12,2,827,3,0.433333333333333,"32E1",87,3092,-8.3287,51.5234,126438,"W",126438,"0","32E1",".",140,"U",NA,NA,0,24,2,"Merlangius_merlangus"
"129","EVHOE",4,"X0582",136,2019,12,2,827,3,0.433333333333333,"32E1",87,3092,-8.3287,51.5234,126438,"W",126438,"0","32E1",".",130,"F",61,NA,0,19,1,"Merlangius_merlangus"
"130","EVHOE",4,"X0582",136,2019,12,2,827,3,0.433333333333333,"32E1",87,3092,-8.3287,51.5234,126501,"W",126501,"0","32E1",".",300,"F",62,NA,1,230,1,"Phycis_blennoides"
"131","EVHOE",4,"X0582",136,2019,12,2,827,3,0.433333333333333,"32E1",87,3092,-8.3287,51.5234,127136,"W",127136,"0","32E1",".",380,"F",62,NA,6,377,1,"Glyptocephalus_cynoglossus"
"132","EVHOE",4,"X0582",136,2019,12,2,827,3,0.433333333333333,"32E1",87,3092,-8.3287,51.5234,127136,"W",127136,"0","32E1",".",320,"M",63,NA,4,209,1,"Glyptocephalus_cynoglossus"
